Region,Year,Activities,ActivityType,Gender,HaveJob,TimeUse
46000,2016,Moving excl. commuting,Tertiary Activities,Female,,31
47000,2016,Moving excl. commuting,Tertiary Activities,Female,,28
0,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,24
1000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,23
2000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,19
3000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,19
4000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,22
5000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,20
6000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,18
7000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,19
8000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,23
9000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,23
10000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,25
11000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,23
12000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
13000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
14000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
15000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,21
16000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,22
17000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,22
18000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,20
19000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,21
20000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,18
21000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,22
22000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,23
23000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,26
24000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,21
25000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,23
26000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,24
27000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,23
28000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,24
29000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,23
30000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,24
31000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,19
32000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,20
33000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,21
34000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,20
35000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,20
36000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,17
37000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,18
38000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,20
39000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,23
40000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,24
41000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,21
42000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,23
43000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,20
44000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,20
45000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,19
46000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,20
47000,1996,Moving excl. commuting,Tertiary Activities,Female,TRUE,20
0,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
1000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
2000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,22
3000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,25
4000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
5000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
6000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,24
7000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
8000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
9000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,35
10000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,37
11000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,39
12000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,37
13000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,35
14000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,35
15000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
16000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
17000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
18000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
19000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,34
20000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
21000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,35
22000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,35
23000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,37
24000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
25000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
26000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
27000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
28000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
29000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
30000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
31000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
32000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
33000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
34000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
35000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
36000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
37000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
38000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
39000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,35
40000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
41000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,34
42000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,24
43000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
44000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
45000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
46000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
47000,2001,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
0,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
1000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,26
2000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,22
3000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,25
4000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
5000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
6000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
7000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
8000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,34
9000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,36
10000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
11000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
12000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
13000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,37
14000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,36
15000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
16000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
17000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
18000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
19000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
20000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
21000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
22000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
23000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
24000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
25000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
26000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
27000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
28000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
29000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
30000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
31000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
32000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
33000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
34000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
35000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
36000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
37000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
38000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
39000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
40000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
41000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,26
42000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
43000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
44000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
45000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,36
46000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
47000,2006,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
0,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
1000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,26
2000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,25
3000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
4000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
5000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
6000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
7000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
8000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
9000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
10000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,36
11000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
12000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
13000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
14000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
15000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
16000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
17000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
18000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
19000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
20000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
21000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,34
22000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
23000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
24000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
25000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
26000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
27000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
28000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
29000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
30000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
31000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
32000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
33000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
34000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
35000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
36000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
37000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
38000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,34
39000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
40000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
41000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
42000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,26
43000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
44000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
45000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
46000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
47000,2011,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
0,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
1000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,24
2000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,21
3000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
4000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
5000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,26
6000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,26
7000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,26
8000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
9000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
10000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
11000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,37
12000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
13000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
14000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
15000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,26
16000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
17000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
18000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
19000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
20000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
21000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
22000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
23000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
24000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,34
25000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
26000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
27000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
28000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
29000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,30
30000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,33
31000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,26
32000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,26
33000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,28
34000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
35000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
36000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,32
37000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
38000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
39000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,31
40000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,29
41000,2016,Moving excl. commuting,Tertiary Activities,Female,TRUE,27
